link;value
"http://dbpedia.org/resource/Carroll_County,_Maryland"; 0.15000000000000002
"http://dbpedia.org/class/yago/County108546183"; 0.0147421875
"http://dbpedia.org/class/yago/Region108630039"; 0.026547686298076925
"http://dbpedia.org/class/yago/Location100027167"; 0.10073939788386418
"http://dbpedia.org/class/yago/Object100002684"; 0.07781989758734971
"http://dbpedia.org/class/yago/YagoGeoEntity"; 0.03978081016965896
"http://dbpedia.org/class/yago/YagoLegalActorGeo"; 0.11345269850221233
"http://dbpedia.org/class/yago/PhysicalEntity100001930"; 0.09778795549894805
"http://dbpedia.org/class/yago/Region108630985"; 0.07874809854266827
"http://dbpedia.org/class/yago/Site108651247"; 0.026347956730769236
"http://dbpedia.org/class/yago/Tract108673395"; 0.03363374399038462
"http://dbpedia.org/class/yago/GeographicalArea108574314"; 0.048354073617788464
"http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity"; 0.10366308720984325
"http://dbpedia.org/ontology/Place"; 0.13738490234375
"http://www.w3.org/2002/07/owl#Thing"; 0.34831907737283907
"http://www.wikidata.org/entity/Q486972"; 0.012164262820512821
"http://www.wikidata.org/entity/Q56061"; 0.004372823183760683
"http://www.wikidata.org/entity/Q2221906"; 0.0034465411324786327
"http://www.wikidata.org/entity/Q15642541"; 0.0034465411324786327
"http://dbpedia.org/ontology/AdministrativeRegion"; 0.00796875
"http://dbpedia.org/ontology/Region"; 0.0147421875
"http://dbpedia.org/ontology/PopulatedPlace"; 0.028909705528846155
"http://dbpedia.org/class/yago/PopulatedPlacesEstablishedIn1837"; 0.00796875
"http://dbpedia.org/class/yago/MarylandCounties"; 0.00796875
"http://dbpedia.org/resource/Chelsea_F.C."; 0.15000000000000002
"http://dbpedia.org/class/yago/Association108049401"; 0.040968750000000005
"http://dbpedia.org/class/yago/Organization108008335"; 0.1382442625
"http://dbpedia.org/class/yago/AssociationFootballClubsEstablishedIn1905"; 0.0075000000000000015
"http://dbpedia.org/class/yago/Club108227214"; 0.039375
"http://dbpedia.org/class/yago/Group100031264"; 0.18876031092708337
"http://dbpedia.org/class/yago/Abstraction100002137"; 0.2750728806768819
"http://dbpedia.org/class/yago/SocialGroup107950920"; 0.06266920770833333
"http://dbpedia.org/class/yago/YagoLegalActor"; 0.09989396364915781
"http://dbpedia.org/class/yago/PremierLeagueClubs"; 0.0075000000000000015
"http://www.wikidata.org/entity/Q43229"; 0.027112500000000005
"http://www.wikidata.org/entity/Q874405"; 0.023045625000000004
"http://www.wikidata.org/entity/Q476028"; 0.0075000000000000015
"http://www.wikidata.org/entity/Q17270000"; 0.006375000000000001
"http://dbpedia.org/ontology/Agent"; 0.08115224750664894
"http://dbpedia.org/ontology/Organisation"; 0.04570625000000001
"http://dbpedia.org/ontology/SoccerClub"; 0.0075000000000000015
"http://dbpedia.org/ontology/SportsTeam"; 0.013875000000000002
"http://dbpedia.org/class/yago/FootballClubsInEngland"; 0.0075000000000000015
